Warehouse,Class,Asset/SSE #,Serial#,Manuf,Model,Model#,Cond,Screen Size,Notes/Comments,No SKU,Price
Sage - CMH,Monitors,1052448,04NWHCLH200723Z,Samsung,S24E650,S24E650BW,C,24,,SAMSUNG-S24E650-MON-C,80
Sage - CMH,Monitors,1052453,04NWHCKH200234D,Samsung,S24E650,S24E650BW,C,24,,SAMSUNG-S24E650-MON-C,80
Sage - CMH,Monitors,1052459,04NWHCLH200504X,Samsung,S24E650,S24E650BW,C,24,,SAMSUNG-S24E650-MON-C,80
Sage - CMH,Monitors,1052465,04NWHCLH200632D,Samsung,S24E650,S24E650BW,C,24,,SAMSUNG-S24E650-MON-C,80
Sage - CMH,Monitors,1052473,04NWHCLH200660H,Samsung,S24E650,S24E650BW,C,24,,SAMSUNG-S24E650-MON-C,80
Sage - CMH,Monitors,1052476,04NWHCLH200603A,Samsung,S24E650,S24E650BW,C,24,,SAMSUNG-S24E650-MON-C,80
Sage - CMH,Monitors,1052479,04NWHCKH200155M,Samsung,S24E650,S24E650BW,C,24,,SAMSUNG-S24E650-MON-C,80
Sage - CMH,Monitors,1052483,04NWHCLH200655T,Samsung,S24E650,S24E650BW,C,24,,SAMSUNG-S24E650-MON-C,80
Sage - CMH,Monitors,1052488,04NWHCKH200151R,Samsung,S24E650,S24E650BW,C,24,,SAMSUNG-S24E650-MON-C,80
Sage - CMH,Monitors,1052490,04NWHCLH200730X,Samsung,S24E650,S24E650BW,C,24,,SAMSUNG-S24E650-MON-C,80
Sage - CMH,Monitors,1052491,04NWHCLH200676B,Samsung,S24E650,S24E650BW,C,24,,SAMSUNG-S24E650-MON-C,80
Sage - CMH,Monitors,1052493,04NWHCLH200506T,Samsung,S24E650,S24E650BW,C,24,,SAMSUNG-S24E650-MON-C,80
Sage - CMH,Monitors,1052495,04NWHCLH200536V,Samsung,S24E650,S24E650BW,C,24,,SAMSUNG-S24E650-MON-C,80
Sage - CMH,Monitors,1052500,04NWHCLH200670P,Samsung,S24E650,S24E650BW,C,24,,SAMSUNG-S24E650-MON-C,80
Sage - CMH,Monitors,1052502,04NWHCLH200691D,Samsung,S24E650,S24E650BW,C,24,,SAMSUNG-S24E650-MON-C,80
Sage - CMH,Monitors,1052506,04NWHCLH200001V,Samsung,S24E650,S24E650BW,C,24,,SAMSUNG-S24E650-MON-C,80
Sage - CMH,Monitors,1052508,04NWHCKH200154T,Samsung,S24E650,S24E650BW,C,24,,SAMSUNG-S24E650-MON-C,80
Sage - CMH,Monitors,1052510,04NWHCLH200533E,Samsung,S24E650,S24E650BW,C,24,,SAMSUNG-S24E650-MON-C,80
Sage - CMH,Monitors,1052515,04NWHCLH200551Y,Samsung,S24E650,S24E650BW,C,24,,SAMSUNG-S24E650-MON-C,80
Sage - CMH,Monitors,1052517,04NWHCKH200139H,Samsung,S24E650,S24E650BW,C,24,,SAMSUNG-S24E650-MON-C,80
Sage - CMH,Monitors,1052519,04NWHCLH200267H,Samsung,S24E650,S24E650BW,C,24,,SAMSUNG-S24E650-MON-C,80
Sage - CMH,Monitors,1052521,04NWHCKH200157D,Samsung,S24E650,S24E650BW,C,24,,SAMSUNG-S24E650-MON-C,80
Sage - CMH,Monitors,1052528,04NWHCLH200574W,Samsung,S24E650,S24E650BW,C,24,,SAMSUNG-S24E650-MON-C,80
Sage - CMH,Monitors,1052531,04NWHCLH200531L,Samsung,S24E650,S24E650BW,C,24,,SAMSUNG-S24E650-MON-C,80
Sage - CMH,Monitors,1052959,04NWHCLH200572A,Samsung,S24E650,S24E650BW,C,24,,SAMSUNG-S24E650-MON-C,80
Sage - CMH,Monitors,1052962,04NWHCKH200172H,Samsung,S24E650,S24E650BW,C,24,,SAMSUNG-S24E650-MON-C,80
Sage - CMH,Monitors,1052964,04NWHCKH200147J,Samsung,S24E650,S24E650BW,C,24,,SAMSUNG-S24E650-MON-C,80
Sage - CMH,Monitors,1053006,04NWHCLH200265K,Samsung,S24E650,S24E650BW,C,24,,SAMSUNG-S24E650-MON-C,80
Sage - CMH,Monitors,1053007,04NWHCLH200751N,Samsung,S24E650,S24E650BW,C,24,,SAMSUNG-S24E650-MON-C,80
Sage - CMH,Monitors,1053009,04NWHCLH200614H,Samsung,S24E650,S24E650BW,C,24,,SAMSUNG-S24E650-MON-C,80
Sage - CMH,Monitors,1053010,04NWHCLGB00225R,Samsung,S24E650,S24E650BW,C,24,,SAMSUNG-S24E650-MON-C,80
Sage - CMH,Monitors,1053011,04NWHCLGB00193M,Samsung,S24E650,S24E650BW,C,24,,SAMSUNG-S24E650-MON-C,80
Sage - CMH,Monitors,1053014,04NWHCLGB00195N,Samsung,S24E650,S24E650BW,C,24,,SAMSUNG-S24E650-MON-C,80
Sage - CMH,Monitors,1053016,04NWHCLH100655K,Samsung,S24E650,S24E650BW,C,24,,SAMSUNG-S24E650-MON-C,80
Sage - CMH,Monitors,1053017,04NWHCLH200702K,Samsung,S24E650,S24E650BW,C,24,,SAMSUNG-S24E650-MON-C,80
Sage - CMH,Monitors,1053018,04NWHCLH200562R,Samsung,S24E650,S24E650BW,C,24,,SAMSUNG-S24E650-MON-C,80
Sage - CMH,Monitors,1053020,04NWHCLH200535K,Samsung,S24E650,S24E650BW,C,24,,SAMSUNG-S24E650-MON-C,80
Sage - CMH,Monitors,1053021,04NWHCLH200516R,Samsung,S24E650,S24E650BW,C,24,,SAMSUNG-S24E650-MON-C,80
Sage - CMH,Monitors,1053022,04NWHCLH200528W,Samsung,S24E650,S24E650BW,C,24,,SAMSUNG-S24E650-MON-C,80
Sage - CMH,Monitors,1053023,04NWHCLH200217E,Samsung,S24E650,S24E650BW,C,24,,SAMSUNG-S24E650-MON-C,80
Sage - CMH,Monitors,1053215,04NWHCLH200491K,Samsung,S24E650,S24E650BW,C,24,,SAMSUNG-S24E650-MON-C,80
Sage - CMH,Monitors,1112772,Z1QNHCLZ500884X,Samsung,SyncMaster B2430,LS24PUHKFV/ZA,C,24,,SAMSUNG-SYNCMASTERB2430-MON-C,80
Sage - CMH,Monitors,1112773,Z1QNHCKB601546P,Samsung,SyncMaster B2430,LS24PUHKFV/ZA,C,24,,SAMSUNG-SYNCMASTERB2430-MON-C,80
Sage - CMH,Monitors,1112775,Z1QNHCKB601613N,Samsung,SyncMaster B2430,LS24PUHKFV/ZA,C,24,,SAMSUNG-SYNCMASTERB2430-MON-C,80
Sage - CMH,Monitors,1112777,Z1QNHCKB602067H,Samsung,SyncMaster B2430,LS24PUHKFV/ZA,C,24,,SAMSUNG-SYNCMASTERB2430-MON-C,80
Sage - CMH,Monitors,1112778,Z1QNHCKB601544Y,Samsung,SyncMaster B2430,LS24PUHKFV/ZA,C,24,,SAMSUNG-SYNCMASTERB2430-MON-C,80
Sage - CMH,Monitors,1112784,Z1QNHCKB601616R,Samsung,SyncMaster B2430,LS24PUHKFV/ZA,C,24,,SAMSUNG-SYNCMASTERB2430-MON-C,80
Sage - CMH,Monitors,1112786,Z1QNHCKB601907D,Samsung,SyncMaster B2430,LS24PUHKFV/ZA,C,24,,SAMSUNG-SYNCMASTERB2430-MON-C,80
Sage - CMH,Monitors,1112788,Z1QNHCKB602068J,Samsung,SyncMaster B2430,LS24PUHKFV/ZA,C,24,,SAMSUNG-SYNCMASTERB2430-MON-C,80
Sage - CMH,Monitors,1112789,Z1QNHCKB600149A,Samsung,SyncMaster B2430,LS24PUHKFV/ZA,C,24,,SAMSUNG-SYNCMASTERB2430-MON-C,80
Sage - CMH,Monitors,1112790,Z1QNHCKB601596E,Samsung,SyncMaster B2430,LS24PUHKFV/ZA,C,24,,SAMSUNG-SYNCMASTERB2430-MON-C,80
Sage - CMH,Monitors,1112791,Z1QNHCKB601903Z,Samsung,SyncMaster B2430,LS24PUHKFV/ZA,C,24,,SAMSUNG-SYNCMASTERB2430-MON-C,80
Sage - CMH,Monitors,1112799,Z1QNHCLZ402645A,Samsung,SyncMaster B2430,LS24PUHKFV/ZA,C,24,,SAMSUNG-SYNCMASTERB2430-MON-C,80
Sage - CMH,Monitors,1112802,Z1QNHCKB600208H,Samsung,SyncMaster B2430,LS24PUHKFV/ZA,C,24,,SAMSUNG-SYNCMASTERB2430-MON-C,80
Sage - CMH,Monitors,1112804,Z1QNHCKB201561D,Samsung,SyncMaster B2430,LS24PUHKFV/ZA,C,24,,SAMSUNG-SYNCMASTERB2430-MON-C,80
Sage - CMH,Monitors,1112805,Z1QNHCKB601505V,Samsung,SyncMaster B2430,LS24PUHKFV/ZA,C,24,,SAMSUNG-SYNCMASTERB2430-MON-C,80
Sage - CMH,Monitors,1112808,Z1QNHCKB601919P,Samsung,SyncMaster B2430,LS24PUHKFV/ZA,C,24,,SAMSUNG-SYNCMASTERB2430-MON-C,80
Sage - CMH,Monitors,1112809,Z1QNHCKB601501H,Samsung,SyncMaster B2430,LS24PUHKFV/ZA,C,24,,SAMSUNG-SYNCMASTERB2430-MON-C,80
Sage - CMH,Monitors,1188681,Z1QNHCLZ401724E,Samsung,SyncMaster B2430,B2430H,C,24,,SAMSUNG-SYNCMASTERB2430-MON-C,80
Sage - CMH,Monitors,1160038,TEN131732866,Viewsonic,VA2406m-LED,VS14634,C,24,,VIEWSONIC-VA2406M-LED-MON-C,80
Sage - CMH,Monitors,1160039,TEN124400482,Viewsonic,VA2406m-LED,VS14634,C,24,,VIEWSONIC-VA2406M-LED-MON-C,80
,,,,,,,,,,,
,,,,,,,,,,,64570
,,,,,,,,,,, 
,,,,,,,,,,,
